Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"المهدية, تونس",10/01/2020,78.9,73.4,75.9,,,0,,,16.1,180,,5.6,21.7,75.39,Clear
"المهدية, تونس",10/02/2020,86,66.2,76.6,,90.6,0,,,18.3,150,,6,3.7,77.71,Clear
"المهدية, تونس",10/03/2020,82.4,73.4,76.9,,89,0,,,23,193.33,,4.9,21.2,85.46,Clear
"المهدية, تونس",10/04/2020,78.8,71.6,74.5,,,0,,,21.9,180.87,,5.8,13.1,65.34,Clear
"المهدية, تونس",10/05/2020,77.3,73.4,75,,,0,,,18.3,196.67,,5.6,38.9,70.74,Partially cloudy
"المهدية, تونس",10/06/2020,77,69.8,73.6,,,0,,,19.7,242.92,,6.2,10.7,57.81,Clear
"المهدية, تونس",10/07/2020,75.2,67.4,71.6,,,0,,,19.7,260.46,16.1,6.2,14.4,64.05,Clear
"المهدية, تونس",10/08/2020,77,68.3,72.8,,,0,,,18.3,264.58,25.3,6.2,19,63.25,Clear
"المهدية, تونس",10/09/2020,75.5,66.5,71.1,,,0,,,17.2,229.58,24.2,6.2,31.9,67.59,Partially cloudy
"المهدية, تونس",10/10/2020,78.8,60.8,70.7,,,0,,,13.9,154.22,18.3,5.7,0,74.49,Clear
"المهدية, تونس",10/11/2020,79.8,62.6,70.6,,,0.08,,,27.7,146.67,,5.4,21.8,79.62,Rain
"المهدية, تونس",10/12/2020,68.3,59.3,64.1,,,1.59,,,24.2,280.83,41.4,5.3,40.6,66.39,"Rain, Partially cloudy"
"المهدية, تونس",10/13/2020,71.9,57.2,64.4,,,0,,,15,222.08,25.3,6.2,19,59.25,Clear
"المهدية, تونس",10/14/2020,78.8,57.2,68.2,,,0,,,26.4,187.5,34.4,6.1,3.3,47.77,Clear
"المهدية, تونس",10/15/2020,75.2,64.4,70.2,,,0,,,17.2,189.58,25.3,6,5.2,56.75,Clear
"المهدية, تونس",10/16/2020,73.4,62.6,68.5,,,0,,,17.2,251.78,,5.7,14.2,57.83,Clear
"المهدية, تونس",10/17/2020,71.6,59.3,66.1,,,0,,,12.8,203.38,,6.2,6.9,56.95,Clear
"المهدية, تونس",10/18/2020,73.4,57.2,66.7,,,0,,,11.4,141.25,,6.1,10.7,63.01,Clear
"المهدية, تونس",10/19/2020,72.8,60.8,67.1,,,0,,,8.1,200.04,13.9,6.1,17.2,68.54,Clear
"المهدية, تونس",10/20/2020,77,60.8,69.2,,,0,,,19.7,147.13,24.2,5.6,26.3,70.9,Partially cloudy
"المهدية, تونس",10/21/2020,78.8,62.6,70.8,,,0,,,19.7,145.42,24.2,5.9,8.5,70.25,Clear
"المهدية, تونس",10/22/2020,78.8,60.8,71.4,,,0,,,18.3,120.38,21.9,5.5,20.4,76.87,Clear
"المهدية, تونس",10/23/2020,80.6,64.4,72.8,,83.3,0,,,15,144.78,21.9,5.5,5.7,82.37,Clear
"المهدية, تونس",10/24/2020,75.5,69.8,72.6,,,0,,,16.1,245,,5.8,21.1,75.91,Clear
"المهدية, تونس",10/25/2020,73.7,64.4,70.2,,,0,,,11.4,240,,5.9,16.1,65,Clear
"المهدية, تونس",10/26/2020,80.6,60.8,70,,80.5,0,,,18.3,180,27.7,5.8,5,74.05,Clear
"المهدية, تونس",10/27/2020,71.6,60.8,65.8,,,0.06,,,28.9,307.13,40.3,5.4,40.3,62.32,"Rain, Partially cloudy"
"المهدية, تونس",10/28/2020,71.7,59,66.2,,,0,,,18.3,291.25,27.7,5.6,21.5,59.69,Clear
"المهدية, تونس",10/29/2020,73.4,58.4,66.8,,,0,,,12.8,258.18,21.9,6.1,25.7,68.24,Partially cloudy
"المهدية, تونس",10/30/2020,73.4,59,67.2,,,0,,,15,235,15,6,16.1,68.82,Clear
"المهدية, تونس",10/31/2020,71.7,60.8,67.1,,,0,,,10.3,205.42,,6.2,43,76.71,Partially cloudy
"المهدية, تونس",11/01/2020,71.9,60.8,66,,,0,,,6.9,193.33,,5.5,23,81.45,Clear
"المهدية, تونس",11/02/2020,75.2,57.2,66.1,,,0.01,,,13.9,146.09,,4.7,15.1,84.11,Rain
"المهدية, تونس",11/03/2020,78.8,60.8,68.5,,,0.01,,,11.4,160.42,18.3,4.2,0,81.98,Rain
"المهدية, تونس",11/04/2020,75.2,60.8,68.6,,,0,,,12.7,130.79,19.7,5.4,8.7,82.84,Clear
"المهدية, تونس",11/05/2020,75.2,60.8,69.1,,,0.01,,,11.4,108.38,19.7,5.1,5.6,88.96,Rain
"المهدية, تونس",11/06/2020,71.9,64.2,68.5,,,0.01,,,11.4,104.21,16.1,4.8,42.5,85.94,"Rain, Partially cloudy"
"المهدية, تونس",11/07/2020,71.9,62.6,67.9,,,0,,,11.4,137.78,15,5.8,30,77.14,Partially cloudy
"المهدية, تونس",11/08/2020,75.2,59,67.5,,,0,,,12.8,143.91,16.1,5.5,6.2,81.29,Clear
"المهدية, تونس",11/09/2020,73.4,59,66.4,,,0.01,,,6.9,111.29,15,4.5,4.9,88.57,Rain
"المهدية, تونس",11/10/2020,71.9,55.4,64.7,,,0.02,,,8.1,157.5,,4.7,28.1,85.96,"Rain, Partially cloudy"
"المهدية, تونس",11/11/2020,72.2,57.2,66.1,,,0,,,8.1,159.71,10.3,5.2,26.7,83.73,Partially cloudy
"المهدية, تونس",11/12/2020,73.4,59,66.4,,,0.01,,,11.4,164.78,15,4.6,15.7,78.63,Rain
"المهدية, تونس",11/13/2020,77,59,67,,,0,,,13.9,175,19.7,5.4,10.4,72.35,Clear
"المهدية, تونس",11/14/2020,78.8,57.2,66.6,,,0,,,16.1,170.83,24.2,5.8,1.2,61.91,Clear
"المهدية, تونس",11/15/2020,71.9,57.2,65.2,,,0,,,11.4,138.33,23,5.9,4.6,65.78,Clear
"المهدية, تونس",11/16/2020,75.2,62.6,69,,,0,,,11.4,228.29,,5.6,10.2,77.57,Clear
"المهدية, تونس",11/17/2020,70.1,62.9,66.8,,,0.01,,,25.3,291.25,,5.1,33.5,69.5,"Rain, Partially cloudy"
"المهدية, تونس",11/18/2020,70.1,60,66,,,0.2,,,20.8,192.5,31.1,5.4,49.5,79.62,"Rain, Partially cloudy"
"المهدية, تونس",11/19/2020,71.6,64.4,67.6,,,0.2,,,19.7,216.67,32.2,5,45.3,82.64,"Rain, Partially cloudy"
"المهدية, تونس",11/20/2020,70.8,56.4,63.5,,,0,,,26.4,273.75,31.1,5.6,16.3,65.11,Clear
"المهدية, تونس",11/21/2020,65.6,53.6,59.3,,,0.14,,,27.7,273.33,41.4,5.7,35.2,68.33,"Rain, Partially cloudy"
"المهدية, تونس",11/22/2020,64.4,59,61,,,2.68,,,37.5,185.42,58.8,4.5,61.7,85.72,"Rain, Partially cloudy"
"المهدية, تونس",11/23/2020,66.2,55.4,62.3,,,1.62,,,21.9,170,50.8,5,49.6,88.69,"Rain, Partially cloudy"
"المهدية, تونس",11/24/2020,67.4,62.6,65.1,,,0.26,,,19.7,185.88,,4.6,53.8,83.93,"Rain, Partially cloudy"
"المهدية, تونس",11/25/2020,68,55.4,62.3,,,0,,,11.4,156.21,,4.9,20.5,84.24,Clear
"المهدية, تونس",11/26/2020,69,55.4,61.6,,,0.02,,,10.3,140,,4.6,14.2,89.89,Rain
"المهدية, تونس",11/27/2020,69.1,55.5,63.5,,,0.02,,,18.3,110.04,26.4,4.4,33.3,88.46,"Rain, Partially cloudy"
"المهدية, تونس",11/28/2020,69.8,57.2,65.8,,,0,,,30,164.58,47.2,4.8,20.4,63.77,Clear
"المهدية, تونس",11/29/2020,67.7,55.4,60.2,,,0.01,,,25.3,245.83,33.3,5.4,16.5,67.07,Rain
"المهدية, تونس",11/30/2020,68,55.4,62.5,,,0,,,16.1,298.79,33.3,5.2,20.5,77.95,Clear
"المهدية, تونس",12/01/2020,69.8,53.6,61.4,,,0,,,11.4,195.24,16.1,5.1,14.5,79.29,Clear
"المهدية, تونس",12/02/2020,68.3,53.6,60.6,,,0,,,15,195.65,,4.9,20.4,65.1,Clear
"المهدية, تونس",12/03/2020,60.9,51.8,56.7,,,0.42,,,21.9,279.58,,4.9,42.8,73.48,"Rain, Partially cloudy"
"المهدية, تونس",12/04/2020,64.4,46.4,55.3,41.5,,0,,,23,193.75,34.4,5.5,15.1,66.16,Clear
"المهدية, تونس",12/05/2020,69.8,50,59.6,,,0,,,15,176.96,25.3,5.3,1,70.89,Clear
"المهدية, تونس",12/06/2020,60.8,46.4,53.9,41.5,,0,,,26.4,249.55,36.9,5.7,18.1,64.6,Clear
"المهدية, تونس",12/07/2020,62.6,44.6,53.2,40.7,,0,,,15,206.25,20.8,6.2,1.7,57.08,Clear
"المهدية, تونس",12/08/2020,69.8,50,58.2,,,0,,,21.9,212.13,33.3,6.2,5.8,55.33,Clear
"المهدية, تونس",12/09/2020,62,50,57.1,,,0.01,,,16.1,262.17,28.9,5.5,18.1,54.87,Rain
"المهدية, تونس",12/10/2020,60.8,45.8,53.4,40.3,,0,,,17.2,224.35,15,5.6,25.1,57.4,Partially cloudy
"المهدية, تونس",12/11/2020,64.4,53,58.8,,,0,,,17.2,223.04,26.4,5.7,27.2,62.66,Partially cloudy
"المهدية, تونس",12/12/2020,65,55.4,60.1,,,0.16,,,24.2,262.08,40.3,5,31.9,75.7,"Rain, Partially cloudy"
"المهدية, تونس",12/13/2020,62.9,51.8,58.6,,,0,,,28.9,287.39,41.4,5.1,20.1,61.9,Clear
"المهدية, تونس",12/14/2020,63.2,50,56.3,,,0,,,11.4,217.54,8.1,5.6,5.2,71.7,Clear
"المهدية, تونس",12/15/2020,64.4,46.4,54.8,44.2,,0.02,,,4.7,106.21,11.4,6,11.2,79.58,Rain
"المهدية, تونس",12/16/2020,65.9,50,57.2,,,0,,,6.9,155.24,8.1,5.3,6.8,89.81,Clear
"المهدية, تونس",12/17/2020,68.3,51.8,60.5,,,0.01,,,14.9,88.33,20.8,4.2,32.1,91.12,"Rain, Partially cloudy"
"المهدية, تونس",12/18/2020,66.2,59,63.3,,,0,,,19.6,96.25,20.8,5.3,44.2,89.54,Partially cloudy
"المهدية, تونس",12/19/2020,66.2,60.8,63.8,,,0.02,,,18.3,90.87,25.3,5.1,40.5,89.96,"Rain, Partially cloudy"
"المهدية, تونس",12/20/2020,64.4,59,61.6,,,1.31,,,15,143.48,24.2,5.2,50.9,88.87,"Rain, Partially cloudy"
"المهدية, تونس",12/21/2020,64.4,58.7,61.8,,,0.54,,,17.2,231.67,23,5.2,60.6,86.43,"Rain, Partially cloudy"
"المهدية, تونس",12/22/2020,64.4,60.8,62,,,0,,,17.2,292.08,24.2,6.2,51.1,84.4,Partially cloudy
"المهدية, تونس",12/23/2020,66.2,51.8,58.6,,,0,,,11.4,196.25,19.7,5.3,14.1,86.68,Clear
"المهدية, تونس",12/24/2020,68,50,58.2,,,0.01,,,12.7,191.7,17.2,5.5,3.7,81.52,Rain
"المهدية, تونس",12/25/2020,64.4,48.2,56,45.6,,0.01,,,8,183.29,15,5.6,3.7,83.46,Rain
"المهدية, تونس",12/26/2020,57.2,47.4,50.9,41.7,,0.1,,,26.4,263.75,39.1,5.3,56.1,81.16,"Rain, Partially cloudy"
"المهدية, تونس",12/27/2020,59,44.6,50.7,39.7,,0,,,23,257.5,28.9,5.6,16,66.61,Clear
"المهدية, تونس",12/28/2020,62.6,42.8,51.3,34.8,,0,,,31.1,203.64,38,6.1,1.7,50.67,Clear
"المهدية, تونس",12/29/2020,66.2,44.6,54.5,39.7,,0,,,16.1,197.04,32.2,6,0.4,48.07,Clear
"المهدية, تونس",12/30/2020,62.6,44.6,53.6,42.9,,0,,,19.7,246.29,20.8,5.7,7.5,56.13,Clear
"المهدية, تونس",12/31/2020,60.9,42.8,50.4,38.6,,0,,,9.2,217.17,21.9,6,1.6,66.62,Clear
